quadrat,cc,density,block,strip,square_original,side,square,x,y,c1.new.em,c2.new.em,c4.new.em,c5.new.em
532,hdr,5000,5,53,14,east,11,1,1,0,3,1,0
532,hdr,5000,5,53,24,east,21,2,1,0,0,9,0
532,hdr,5000,5,53,34,east,31,3,1,0,3,5,0
532,hdr,5000,5,53,44,east,41,4,1,3,2,10,0
532,hdr,5000,5,53,15,east,12,1,2,2,5,2,0
532,hdr,5000,5,53,25,east,22,2,2,0,3,6,0
532,hdr,5000,5,53,35,east,32,3,2,2,0,6,0
532,hdr,5000,5,53,45,east,42,4,2,0,6,0,0
532,hdr,5000,5,53,16,east,13,1,3,0,6,3,0
532,hdr,5000,5,53,26,east,23,2,3,0,0,1,1
532,hdr,5000,5,53,36,east,33,3,3,0,7,3,0
532,hdr,5000,5,53,46,east,43,4,3,3,8,2,0
536,hdr,500,5,53,14,east,11,1,1,0,6,0,0
536,hdr,500,5,53,24,east,21,2,1,0,0,0,0
536,hdr,500,5,53,34,east,31,3,1,0,0,0,0
536,hdr,500,5,53,44,east,41,4,1,0,0,0,0
536,hdr,500,5,53,15,east,12,1,2,0,1,1,0
536,hdr,500,5,53,25,east,22,2,2,0,0,0,0
536,hdr,500,5,53,35,east,32,3,2,0,0,0,0
536,hdr,500,5,53,45,east,42,4,2,0,0,0,0
536,hdr,500,5,53,16,east,13,1,3,0,0,1,0
536,hdr,500,5,53,26,east,23,2,3,0,0,0,1
536,hdr,500,5,53,36,east,33,3,3,0,2,0,0
536,hdr,500,5,53,46,east,43,4,3,0,0,0,0
537,hdr,50,5,53,14,east,11,1,1,0,0,0,0
537,hdr,50,5,53,24,east,21,2,1,0,0,0,0
537,hdr,50,5,53,34,east,31,3,1,0,0,0,0
537,hdr,50,5,53,44,east,41,4,1,0,0,0,0
537,hdr,50,5,53,15,east,12,1,2,0,1,0,0
537,hdr,50,5,53,25,east,22,2,2,0,0,0,0
537,hdr,50,5,53,35,east,32,3,2,0,0,0,0
537,hdr,50,5,53,45,east,42,4,2,0,0,0,0
537,hdr,50,5,53,16,east,13,1,3,0,0,0,0
537,hdr,50,5,53,26,east,23,2,3,0,0,0,0
537,hdr,50,5,53,36,east,33,3,3,0,0,0,0
537,hdr,50,5,53,46,east,43,4,3,0,0,0,0
539,hdr,50000,5,53,14,east,11,1,1,23,0,0,0
539,hdr,50000,5,53,24,east,21,2,1,38,61,0,0
539,hdr,50000,5,53,34,east,31,3,1,37,33,0,1
539,hdr,50000,5,53,44,east,41,4,1,26,36,0,1
539,hdr,50000,5,53,15,east,12,1,2,30,47,1,0
539,hdr,50000,5,53,25,east,22,2,2,57,19,0,1
539,hdr,50000,5,53,35,east,32,3,2,20,27,0,1
539,hdr,50000,5,53,45,east,42,4,2,22,10,8,2
539,hdr,50000,5,53,16,east,13,1,3,6,0,4,0
539,hdr,50000,5,53,26,east,23,2,3,3,0,2,0
539,hdr,50000,5,53,36,east,33,3,3,8,13,0,1
539,hdr,50000,5,53,46,east,43,4,3,12,8,3,0
541,ldshoots,50000,5,54,14,east,11,1,1,29,18,0,0
541,ldshoots,50000,5,54,24,east,21,2,1,23,16,10,0
541,ldshoots,50000,5,54,34,east,31,3,1,34,19,0,3
541,ldshoots,50000,5,54,44,east,41,4,1,1,6,10,0
541,ldshoots,50000,5,54,15,east,12,1,2,16,9,3,0
541,ldshoots,50000,5,54,25,east,22,2,2,25,11,13,0
541,ldshoots,50000,5,54,35,east,32,3,2,39,10,15,0
541,ldshoots,50000,5,54,45,east,42,4,2,15,9,11,0
541,ldshoots,50000,5,54,16,east,13,1,3,1,3,5,0
541,ldshoots,50000,5,54,26,east,23,2,3,1,17,5,0
541,ldshoots,50000,5,54,36,east,33,3,3,51,18,6,0
541,ldshoots,50000,5,54,46,east,43,4,3,2,2,14,0
545,ldshoots,500,5,54,14,east,11,1,1,0,0,1,0
545,ldshoots,500,5,54,24,east,21,2,1,0,0,0,0
545,ldshoots,500,5,54,34,east,31,3,1,0,1,0,1
545,ldshoots,500,5,54,44,east,41,4,1,0,0,0,0
545,ldshoots,500,5,54,15,east,12,1,2,0,0,1,0
545,ldshoots,500,5,54,25,east,22,2,2,0,0,0,0
545,ldshoots,500,5,54,35,east,32,3,2,0,0,0,0
545,ldshoots,500,5,54,45,east,42,4,2,0,0,0,0
545,ldshoots,500,5,54,16,east,13,1,3,0,0,0,0
545,ldshoots,500,5,54,26,east,23,2,3,0,0,0,0
545,ldshoots,500,5,54,36,east,33,3,3,0,1,0,0
545,ldshoots,500,5,54,46,east,43,4,3,1,0,0,0
547,ldshoots,50,5,54,11,west,11,1,1,0,0,0,0
547,ldshoots,50,5,54,21,west,21,2,1,0,0,0,0
547,ldshoots,50,5,54,31,west,31,3,1,0,0,0,0
547,ldshoots,50,5,54,41,west,41,4,1,1,0,0,0
547,ldshoots,50,5,54,12,west,12,1,2,0,0,0,0
547,ldshoots,50,5,54,22,west,22,2,2,0,0,0,0
547,ldshoots,50,5,54,32,west,32,3,2,0,0,0,0
547,ldshoots,50,5,54,42,west,42,4,2,0,0,0,0
547,ldshoots,50,5,54,13,west,13,1,3,0,0,0,0
547,ldshoots,50,5,54,23,west,23,2,3,0,0,0,0
547,ldshoots,50,5,54,33,west,33,3,3,0,0,0,0
547,ldshoots,50,5,54,43,west,43,4,3,0,0,0,0
549,ldshoots,5000,5,54,14,east,11,1,1,6,2,0,0
549,ldshoots,5000,5,54,24,east,21,2,1,1,7,1,0
549,ldshoots,5000,5,54,34,east,31,3,1,0,0,2,0
549,ldshoots,5000,5,54,44,east,41,4,1,0,1,1,0
549,ldshoots,5000,5,54,15,east,12,1,2,13,12,0,0
549,ldshoots,5000,5,54,25,east,22,2,2,1,4,1,0
549,ldshoots,5000,5,54,35,east,32,3,2,1,1,0,0
549,ldshoots,5000,5,54,45,east,42,4,2,0,0,1,0
549,ldshoots,5000,5,54,16,east,13,1,3,0,2,4,0
549,ldshoots,5000,5,54,26,east,23,2,3,3,1,0,0
549,ldshoots,5000,5,54,36,east,33,3,3,0,4,0,0
549,ldshoots,5000,5,54,46,east,43,4,3,0,0,0,0
552,bare,5000,5,55,11,west,11,1,1,0,4,1,0
552,bare,5000,5,55,21,west,21,2,1,0,2,0,0
552,bare,5000,5,55,31,west,31,3,1,0,7,0,0
552,bare,5000,5,55,41,west,41,4,1,0,2,1,0
552,bare,5000,5,55,12,west,12,1,2,-1,7,0,0
552,bare,5000,5,55,22,west,22,2,2,0,2,1,0
552,bare,5000,5,55,32,west,32,3,2,0,9,0,0
552,bare,5000,5,55,42,west,42,4,2,0,3,0,0
552,bare,5000,5,55,13,west,13,1,3,1,3,1,1
552,bare,5000,5,55,23,west,23,2,3,0,0,0,0
552,bare,5000,5,55,33,west,33,3,3,0,6,0,0
552,bare,5000,5,55,43,west,43,4,3,1,1,0,0
553,bare,50000,5,55,14,east,11,1,1,16,20,0,0
553,bare,50000,5,55,24,east,21,2,1,44,52,0,0
553,bare,50000,5,55,34,east,31,3,1,35,35,0,1
553,bare,50000,5,55,44,east,41,4,1,18,39,0,0
553,bare,50000,5,55,15,east,12,1,2,15,15,0,3
553,bare,50000,5,55,25,east,22,2,2,42,49,4,0
553,bare,50000,5,55,35,east,32,3,2,21,13,0,0
553,bare,50000,5,55,45,east,42,4,2,13,11,0,0
553,bare,50000,5,55,16,east,13,1,3,3,3,0,0
553,bare,50000,5,55,26,east,23,2,3,6,8,0,0
553,bare,50000,5,55,36,east,33,3,3,32,19,0,0
553,bare,50000,5,55,46,east,43,4,3,4,6,0,1
557,bare,500,5,55,11,west,11,1,1,0,0,0,0
557,bare,500,5,55,21,west,21,2,1,0,1,0,0
557,bare,500,5,55,31,west,31,3,1,1,0,0,0
557,bare,500,5,55,41,west,41,4,1,0,1,0,0
557,bare,500,5,55,12,west,12,1,2,0,1,0,0
557,bare,500,5,55,22,west,22,2,2,0,0,0,0
557,bare,500,5,55,32,west,32,3,2,0,0,0,0
557,bare,500,5,55,42,west,42,4,2,0,0,0,0
557,bare,500,5,55,13,west,13,1,3,2,0,0,0
557,bare,500,5,55,23,west,23,2,3,0,0,0,0
557,bare,500,5,55,33,west,33,3,3,0,0,0,0
557,bare,500,5,55,43,west,43,4,3,0,0,1,0
558,bare,50,5,55,11,west,11,1,1,0,0,0,0
558,bare,50,5,55,21,west,21,2,1,0,0,1,0
558,bare,50,5,55,31,west,31,3,1,0,1,0,0
558,bare,50,5,55,41,west,41,4,1,0,0,0,0
558,bare,50,5,55,12,west,12,1,2,0,0,0,0
558,bare,50,5,55,22,west,22,2,2,0,0,0,0
558,bare,50,5,55,32,west,32,3,2,0,0,0,0
558,bare,50,5,55,42,west,42,4,2,0,0,0,0
558,bare,50,5,55,13,west,13,1,3,0,0,0,0
558,bare,50,5,55,23,west,23,2,3,0,0,0,0
558,bare,50,5,55,33,west,33,3,3,0,0,0,0
558,bare,50,5,55,43,west,43,4,3,0,0,0,0
